city,intervention,rank,unit,total_cost,primitive_cost_share,origin_exposure_rank_pct,destination_importance_rank_pct,initial_deficit_rank_pct,out_degree_rank_pct,in_degree_rank_pct
Philadelphia,R,1,505,0.5819926634211454,0.18823119458312723,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,R,2,86,0.4372811454950461,0.14142781783771236,0.9485981308411215,0.9984423676012462,0.9984423676012462,0.9742990654205608,0.955607476635514
Philadelphia,R,3,314,0.4150513305686777,0.134238131640716,0.9890965732087228,0.9968847352024922,0.9968847352024922,0.9968847352024922,0.9984423676012462
Philadelphia,R,4,101,0.3205707447368532,0.10368071287275998,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,R,5,267,0.3197954367007913,0.10342995858156331,0.9252336448598131,0.9937694704049844,0.9937694704049844,0.6627725856697819,0.8964174454828661
Philadelphia,R,6,53,0.3175907398267697,0.10271690367146995,0.6791277258566978,0.9922118380062306,0.9922118380062306,0.8847352024922118,0.9392523364485982
Philadelphia,R,7,413,0.2388118234110162,0.0772378032001102,0.4672897196261682,0.9906542056074766,0.9906542056074766,0.8286604361370716,0.9890965732087228
Philadelphia,R,8,350,0.2271196016413127,0.07345624200635759,0.9190031152647975,0.9890965732087228,0.9890965732087228,0.6892523364485982,0.9431464174454829
Philadelphia,S,1,505,0.2290497113094991,0.01828318155038782,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,S,2,101,0.21392163221344074,0.017075629639317625,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,S,3,314,0.20490576817454567,0.016355966304601625,0.9890965732087228,0.9968847352024922,0.9968847352024922,0.9968847352024922,0.9984423676012462
Philadelphia,S,4,626,0.19359954375597904,0.015453482068702444,0.9984423676012462,0.7663551401869159,0.7663551401869159,0.956386292834891,0.7235202492211839
Philadelphia,S,5,602,0.19035791369090269,0.015194729020466103,0.9953271028037384,0.9595015576323987,0.9595015576323987,0.985981308411215,0.9236760124610592
Philadelphia,S,6,343,0.18820067198496018,0.015022533903815112,0.9875389408099688,0.9672897196261683,0.9672897196261683,0.9953271028037384,0.9937694704049844
Philadelphia,S,7,85,0.18787328976584788,0.014996401635347368,0.9906542056074766,0.9065420560747663,0.9065420560747663,0.9587227414330218,0.7336448598130841
Philadelphia,S,8,450,0.1857608282427777,0.014827780957662632,0.9922118380062306,0.9096573208722741,0.9096573208722741,0.969626168224299,0.8598130841121495
San Antonio,C,1,57,1.2270156548224178,0.0468335107253069,0.9802631578947368,1.0,0.5,0.9868421052631579,0.9736842105263158
San Antonio,C,2,214,1.185873156178038,0.04526315777670792,0.9967105263157895,0.9967105263157895,0.5,0.9901315789473685,0.9243421052631579
San Antonio,C,3,131,1.146153236242053,0.04374710271333588,0.8651315789473685,0.993421052631579,0.5,0.6463815789473685,0.9736842105263158
San Antonio,C,4,268,1.011545373357461,0.038609304539906256,0.8618421052631579,0.9901315789473685,0.5,0.8601973684210527,0.743421052631579
San Antonio,C,5,95,0.9990108583507299,0.03813087923155986,0.7138157894736842,0.9868421052631579,0.5,0.6825657894736842,0.9243421052631579
San Antonio,C,6,98,0.9286750119300905,0.03544625609348646,0.930921052631579,0.9835526315789473,0.5,0.8273026315789473,0.9243421052631579
San Antonio,C,7,170,0.8312617290076026,0.03172812420771361,0.8782894736842105,0.9802631578947368,0.5,0.26151315789473684,0.8305921052631579
San Antonio,C,8,51,0.6586392209899155,0.025139358979737944,0.8289473684210527,0.9769736842105263,0.5,0.09046052631578948,0.805921052631579
San Antonio,R,1,57,0.7319022077755893,0.41542792016052094,0.9802631578947368,1.0,0.5,0.9868421052631579,0.9736842105263158
San Antonio,R,2,214,0.45722730790969474,0.259522361795851,0.9967105263157895,0.9967105263157895,0.5,0.9901315789473685,0.9243421052631579
San Antonio,R,3,131,0.3823814195443802,0.217039812343421,0.8651315789473685,0.993421052631579,0.5,0.6463815789473685,0.9736842105263158
San Antonio,R,4,268,0.07803886848255251,0.044294885957397556,0.8618421052631579,0.9901315789473685,0.5,0.8601973684210527,0.743421052631579
San Antonio,R,5,95,0.0565002691590284,0.03206957030035568,0.7138157894736842,0.9868421052631579,0.5,0.6825657894736842,0.9243421052631579
San Antonio,R,6,98,0.0279985917712295,0.01589200937416995,0.930921052631579,0.9835526315789473,0.5,0.8273026315789473,0.9243421052631579
San Antonio,R,7,170,0.0277544599351488,0.01575344006828384,0.8782894736842105,0.9802631578947368,0.5,0.26151315789473684,0.8305921052631579
San Antonio,S,1,1,0.3426124871432556,0.04879191486908453,1.0,0.9572368421052632,0.5,0.9967105263157895,0.9736842105263158
San Antonio,S,2,214,0.2845425345793785,0.040522093165931694,0.9967105263157895,0.9967105263157895,0.5,0.9901315789473685,0.9243421052631579
San Antonio,S,3,57,0.24812906178357497,0.03533640049152052,0.9802631578947368,1.0,0.5,0.9868421052631579,0.9736842105263158
San Antonio,S,4,215,0.23089172223798002,0.03288160729150937,0.993421052631579,0.9506578947368421,0.5,0.9325657894736842,0.8881578947368421
San Antonio,S,5,219,0.22416271906638868,0.03192332070762078,0.9868421052631579,0.8486842105263158,0.5,0.9605263157894737,0.8881578947368421
San Antonio,S,6,6,0.2113196939758091,0.03009432786469774,0.9835526315789473,0.7368421052631579,0.5,0.9967105263157895,0.9736842105263158
San Antonio,S,7,42,0.20899846874098932,0.02976375899082613,0.9901315789473685,0.5098684210526315,0.5,0.9490131578947368,0.31743421052631576
San Antonio,S,8,62,0.20286247759506845,0.028889924064009684,0.9703947368421053,0.868421052631579,0.5,0.9703947368421053,0.8585526315789473
