parameter_scenario,parameter_description,city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
base,original calibrated eta/cost/delay,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,169.7199764,20.75330038,7.583015941,0.3653884347,0.0446795722,0.1222796563,60,1,1,0.01666666667,0,0,0,60,1
base,original calibrated eta/cost/delay,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,169.7199764,20.75330038,20.75330038,1,0.1222796563,0.1222796563,0,0,0,0,60,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,deficit_only,Highest remaining deficit,large local/access remaining loss only,1593,80,80,44.48471871,5.106097819,4.438076513,0.869171855,0.0997663162,0.1147831877,6,0.075,0,0,41,0.5125,0.5125,0,0
base,original calibrated eta/cost/delay,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,exposure_only,Highest OD exposure,large demand exposure only,1593,80,80,44.48471871,5.106097819,4.577358664,0.8964494663,0.1028973274,0.1147831877,4,0.05,0,0,42,0.525,0.525,0,0
base,original calibrated eta/cost/delay,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1593,80,80,44.48471871,5.106097819,2.284156286,0.4473389205,0.05134698729,0.1147831877,80,1,2,0.025,0,0,0,75,0.9375
base,original calibrated eta/cost/delay,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1593,80,80,44.48471871,5.106097819,5.106097819,1,0.1147831877,0.1147831877,0,0,0,0,80,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,deficit_only,Highest remaining deficit,large local/access remaining loss only,5711,286,286,462.115457,54.16877609,46.50115831,0.8584494917,0.1006267105,0.1172191392,67,0.2342657343,1,0.003496503497,164,0.5734265734,0.5734265734,9,0.03146853147
base,original calibrated eta/cost/delay,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,exposure_only,Highest OD exposure,large demand exposure only,5711,286,286,462.115457,54.16877609,49.58915144,0.9154563757,0.1073090084,0.1172191392,20,0.06993006993,0,0,176,0.6153846154,0.6153846154,0,0
base,original calibrated eta/cost/delay,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,5711,286,286,462.115457,54.16877609,22.95527414,0.4237731733,0.04967432661,0.1172191392,234,0.8181818182,2,0.006993006993,0,0,0,267,0.9335664336
base,original calibrated eta/cost/delay,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,5711,286,286,462.115457,54.16877609,54.16877609,1,0.1172191392,0.1172191392,0,0,0,0,286,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,deficit_only,Highest remaining deficit,large local/access remaining loss only,1793,90,90,11.56714516,1.303879045,1.121487628,0.8601163065,0.09695457376,0.1127226318,10,0.1111111111,0,0,48,0.5333333333,0.5333333333,0,0
base,original calibrated eta/cost/delay,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,exposure_only,Highest OD exposure,large demand exposure only,1793,90,90,11.56714516,1.303879045,1.160732846,0.8902151247,0.1003473918,0.1127226318,6,0.06666666667,0,0,48,0.5333333333,0.5333333333,0,0
base,original calibrated eta/cost/delay,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1793,90,90,11.56714516,1.303879045,0.595686334,0.4568570501,0.05149812906,0.1127226318,86,0.9555555556,0,0,0,0,0,85,0.9444444444
base,original calibrated eta/cost/delay,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1793,90,90,11.56714516,1.303879045,1.303879045,1,0.1127226318,0.1127226318,0,0,0,0,90,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,deficit_only,Highest remaining deficit,large local/access remaining loss only,2226,112,112,208.7482714,23.40422424,20.3914596,0.8712726126,0.09768444769,0.1121169727,12,0.1071428571,1,0.008928571429,62,0.5535714286,0.5535714286,0,0
base,original calibrated eta/cost/delay,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,exposure_only,Highest OD exposure,large demand exposure only,2226,112,112,208.7482714,23.40422424,20.77846865,0.8878084758,0.09953839861,0.1121169727,11,0.09821428571,1,0.008928571429,59,0.5267857143,0.5267857143,0,0
base,original calibrated eta/cost/delay,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2226,112,112,208.7482714,23.40422424,10.37615037,0.4433451953,0.04970652114,0.1121169727,106,0.9464285714,1,0.008928571429,0,0,0,105,0.9375
base,original calibrated eta/cost/delay,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2226,112,112,208.7482714,23.40422424,23.40422424,1,0.1121169727,0.1121169727,0,0,0,0,112,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,deficit_only,Highest remaining deficit,large local/access remaining loss only,1900,95,95,30.61347246,3.452873997,3.01440097,0.8730121552,0.09846648313,0.112789361,7,0.07368421053,0,0,51,0.5368421053,0.5368421053,0,0
base,original calibrated eta/cost/delay,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,exposure_only,Highest OD exposure,large demand exposure only,1900,95,95,30.61347246,3.452873997,3.077338419,0.8912397096,0.1005223574,0.112789361,7,0.07368421053,0,0,50,0.5263157895,0.5263157895,0,0
base,original calibrated eta/cost/delay,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1900,95,95,30.61347246,3.452873997,1.549992072,0.4488991123,0.05063104403,0.112789361,90,0.9473684211,1,0.01052631579,0,0,0,89,0.9368421053
base,original calibrated eta/cost/delay,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1900,95,95,30.61347246,3.452873997,3.452873997,1,0.112789361,0.112789361,0,0,0,0,95,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,deficit_only,Highest remaining deficit,large local/access remaining loss only,1753,88,88,53.49009663,6.062657793,5.322509323,0.877916832,0.09950457485,0.1133416871,6,0.06818181818,0,0,49,0.5568181818,0.5568181818,0,0
base,original calibrated eta/cost/delay,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,exposure_only,Highest OD exposure,large demand exposure only,1753,88,88,53.49009663,6.062657793,5.435620989,0.8965739407,0.101619203,0.1133416871,4,0.04545454545,0,0,48,0.5454545455,0.5454545455,0,0
base,original calibrated eta/cost/delay,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1753,88,88,53.49009663,6.062657793,2.621236945,0.4323577273,0.04900415424,0.1133416871,85,0.9659090909,1,0.01136363636,0,0,0,83,0.9431818182
base,original calibrated eta/cost/delay,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1753,88,88,53.49009663,6.062657793,6.062657793,1,0.1133416871,0.1133416871,0,0,0,0,88,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,deficit_only,Highest remaining deficit,large local/access remaining loss only,1615,81,81,13.19361951,1.519573909,1.307252125,0.8602754477,0.09908214525,0.1151749077,7,0.08641975309,1,0.01234567901,41,0.5061728395,0.5061728395,0,0
base,original calibrated eta/cost/delay,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,exposure_only,Highest OD exposure,large demand exposure only,1615,81,81,13.19361951,1.519573909,1.362012387,0.896312038,0.1032326562,0.1151749077,4,0.04938271605,0,0,42,0.5185185185,0.5185185185,0,0
base,original calibrated eta/cost/delay,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1615,81,81,13.19361951,1.519573909,0.672458773,0.4425311392,0.05096848309,0.1151749077,80,0.987654321,1,0.01234567901,0,0,0,76,0.9382716049
base,original calibrated eta/cost/delay,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1615,81,81,13.19361951,1.519573909,1.519573909,1,0.1151749077,0.1151749077,0,0,0,0,81,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,deficit_only,Highest remaining deficit,large local/access remaining loss only,1723,87,87,16.49880104,1.889360033,1.639418024,0.867710757,0.09936588844,0.1145149897,7,0.08045977011,0,0,47,0.5402298851,0.5402298851,0,0
base,original calibrated eta/cost/delay,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,exposure_only,Highest OD exposure,large demand exposure only,1723,87,87,16.49880104,1.889360033,1.68204441,0.8902720395,0.1019494935,0.1145149897,4,0.04597701149,0,0,46,0.5287356322,0.5287356322,0,0
base,original calibrated eta/cost/delay,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1723,87,87,16.49880104,1.889360033,0.826456147,0.4374265004,0.05009189121,0.1145149897,84,0.9655172414,3,0.03448275862,0,0,0,82,0.9425287356
base,original calibrated eta/cost/delay,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1723,87,87,16.49880104,1.889360033,1.889360033,1,0.1145149897,0.1145149897,0,0,0,0,87,1,1,0,0
base,original calibrated eta/cost/delay,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,deficit_only,Highest remaining deficit,large local/access remaining loss only,2008,101,101,36.5642555,4.116339822,3.569339056,0.8671147695,0.09761826154,0.112578248,10,0.09900990099,0,0,54,0.5346534653,0.5346534653,0,0
base,original calibrated eta/cost/delay,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,exposure_only,Highest OD exposure,large demand exposure only,2008,101,101,36.5642555,4.116339822,3.700553868,0.8989913436,0.1012068704,0.112578248,8,0.07920792079,0,0,54,0.5346534653,0.5346534653,0,0
base,original calibrated eta/cost/delay,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2008,101,101,36.5642555,4.116339822,1.840660416,0.44715949,0.05034043195,0.112578248,96,0.9504950495,1,0.009900990099,0,0,0,95,0.9405940594
base,original calibrated eta/cost/delay,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2008,101,101,36.5642555,4.116339822,4.116339822,1,0.112578248,0.112578248,0,0,0,0,101,1,1,0,0
base,original calibrated eta/cost/delay,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,8.15770611,0.8424610385,0.6914361834,0.8207337216,0.08475865324,0.1032718055,18,0.3,0,0,20,0.3333333333,0.3333333333,13,0.2166666667
base,original calibrated eta/cost/delay,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,8.15770611,0.8424610385,0.7152183405,0.8489631067,0.08767395281,0.1032718055,8,0.1333333333,0,0,17,0.2833333333,0.2833333333,18,0.3
base,original calibrated eta/cost/delay,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,8.15770611,0.8424610385,0.5129113569,0.6088250179,0.06287445882,0.1032718055,45,0.75,2,0.03333333333,1,0.01666666667,0.01666666667,54,0.9
base,original calibrated eta/cost/delay,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,8.15770611,0.8424610385,0.8424610385,1,0.1032718055,0.1032718055,0,0,0,0,60,1,1,0,0
base,original calibrated eta/cost/delay,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,11.96265592,1.241389694,1.039132446,0.8370719132,0.08686469402,0.1037720806,16,0.2666666667,0,0,21,0.35,0.35,12,0.2
base,original calibrated eta/cost/delay,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,11.96265592,1.241389694,1.062035201,0.8555212002,0.08877921492,0.1037720806,7,0.1166666667,0,0,17,0.2833333333,0.2833333333,18,0.3
base,original calibrated eta/cost/delay,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,11.96265592,1.241389694,0.7534643856,0.606952345,0.06298470765,0.1037720806,45,0.75,2,0.03333333333,1,0.01666666667,0.01666666667,54,0.9
base,original calibrated eta/cost/delay,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,11.96265592,1.241389694,1.241389694,1,0.1037720806,0.1037720806,0,0,0,0,60,1,1,0,0
